Quarter,Country,Industry,Value,Variable
2006.75,Netherlands,Information and communication,68.349,Gross Value Added
2007.0,Netherlands,Information and communication,70.209,Gross Value Added
2007.25,Netherlands,Information and communication,71.744,Gross Value Added
2007.5,Netherlands,Information and communication,72.673,Gross Value Added
2007.75,Netherlands,Information and communication,73.127,Gross Value Added
2008.0,Netherlands,Information and communication,73.106,Gross Value Added
2008.25,Netherlands,Information and communication,73.787,Gross Value Added
2008.5,Netherlands,Information and communication,74.986,Gross Value Added
2008.75,Netherlands,Information and communication,74.997,Gross Value Added
2009.0,Netherlands,Information and communication,71.354,Gross Value Added
2009.25,Netherlands,Information and communication,72.262,Gross Value Added
2009.5,Netherlands,Information and communication,71.117,Gross Value Added
2009.75,Netherlands,Information and communication,72.9,Gross Value Added
2010.0,Netherlands,Information and communication,71.052,Gross Value Added
2010.25,Netherlands,Information and communication,70.782,Gross Value Added
2010.5,Netherlands,Information and communication,71.268,Gross Value Added
2010.75,Netherlands,Information and communication,73.365,Gross Value Added
2011.0,Netherlands,Information and communication,72.187,Gross Value Added
2011.25,Netherlands,Information and communication,73.019,Gross Value Added
2011.5,Netherlands,Information and communication,73.527,Gross Value Added
2011.75,Netherlands,Information and communication,73.592,Gross Value Added
2012.0,Netherlands,Information and communication,74.63,Gross Value Added
2012.25,Netherlands,Information and communication,73.916,Gross Value Added
2012.5,Netherlands,Information and communication,74.63,Gross Value Added
2012.75,Netherlands,Information and communication,71.938,Gross Value Added
2013.0,Netherlands,Information and communication,74.641,Gross Value Added
2013.25,Netherlands,Information and communication,75.138,Gross Value Added
2013.5,Netherlands,Information and communication,75.213,Gross Value Added
2013.75,Netherlands,Information and communication,75.17,Gross Value Added
2014.0,Netherlands,Information and communication,77.051,Gross Value Added
2014.25,Netherlands,Information and communication,76.576,Gross Value Added
2014.5,Netherlands,Information and communication,76.9,Gross Value Added
2014.75,Netherlands,Information and communication,78.402,Gross Value Added
2015.0,Netherlands,Information and communication,78.932,Gross Value Added
2015.25,Netherlands,Information and communication,79.472,Gross Value Added
2015.5,Netherlands,Information and communication,80.618,Gross Value Added
2015.75,Netherlands,Information and communication,82.175,Gross Value Added
2016.0,Netherlands,Information and communication,81.148,Gross Value Added
2016.25,Netherlands,Information and communication,83.429,Gross Value Added
2016.5,Netherlands,Information and communication,84.391,Gross Value Added
2016.75,Netherlands,Information and communication,86.12,Gross Value Added
2017.0,Netherlands,Information and communication,86.823,Gross Value Added
2017.25,Netherlands,Information and communication,87.915,Gross Value Added
2017.5,Netherlands,Information and communication,88.347,Gross Value Added
2017.75,Netherlands,Information and communication,89.709,Gross Value Added
2018.0,Netherlands,Information and communication,90.304,Gross Value Added
2018.25,Netherlands,Information and communication,90.682,Gross Value Added
2018.5,Netherlands,Information and communication,91.677,Gross Value Added
2018.75,Netherlands,Information and communication,92.314,Gross Value Added
2019.0,Netherlands,Information and communication,93.817,Gross Value Added
2019.25,Netherlands,Information and communication,94.725,Gross Value Added
2019.5,Netherlands,Information and communication,96.098,Gross Value Added
2019.75,Netherlands,Information and communication,97.806,Gross Value Added
2020.0,Netherlands,Information and communication,100.562,Gross Value Added
2020.25,Netherlands,Information and communication,97.027,Gross Value Added
2020.5,Netherlands,Information and communication,100.357,Gross Value Added
2020.75,Netherlands,Information and communication,102.054,Gross Value Added
2021.0,Netherlands,Information and communication,102.346,Gross Value Added
2021.25,Netherlands,Information and communication,107.351,Gross Value Added
2021.5,Netherlands,Information and communication,105.816,Gross Value Added
2021.75,Netherlands,Information and communication,105.61,Gross Value Added
2022.0,Netherlands,Information and communication,115.696,Gross Value Added
2022.25,Netherlands,Information and communication,120.441,Gross Value Added
2022.5,Netherlands,Information and communication,122.711,Gross Value Added
2022.75,Netherlands,Information and communication,122.441,Gross Value Added
2023.0,Netherlands,Information and communication,123.025,Gross Value Added
2023.25,Netherlands,Information and communication,121.511,Gross Value Added
2023.5,Netherlands,Information and communication,122.084,Gross Value Added
2023.75,Netherlands,Information and communication,124.678,Gross Value Added
2024.0,Netherlands,Information and communication,125.014,Gross Value Added
2024.25,Netherlands,Information and communication,126.603,Gross Value Added
2024.5,Netherlands,Information and communication,125.9,Gross Value Added
2024.75,Netherlands,Information and communication,127.175,Gross Value Added
2025.0,Netherlands,Information and communication,125.37,Gross Value Added
2025.25,Netherlands,Information and communication,126.505,Gross Value Added
2025.5,Netherlands,Information and communication,126.884,Gross Value Added
2025.75,Netherlands,Information and communication,126.527,Gross Value Added
2026.0,Netherlands,Information and communication,128.267,Gross Value Added
1997.0,Norway,Information and communication,26.055,Gross Value Added
1997.25,Norway,Information and communication,26.94,Gross Value Added
1997.5,Norway,Information and communication,27.77,Gross Value Added
1997.75,Norway,Information and communication,28.473,Gross Value Added
1998.0,Norway,Information and communication,29.68,Gross Value Added
1998.25,Norway,Information and communication,30.672,Gross Value Added
1998.5,Norway,Information and communication,31.163,Gross Value Added
1998.75,Norway,Information and communication,31.963,Gross Value Added
1999.0,Norway,Information and communication,33.347,Gross Value Added
1999.25,Norway,Information and communication,35.157,Gross Value Added
1999.5,Norway,Information and communication,35.418,Gross Value Added
1999.75,Norway,Information and communication,36.283,Gross Value Added
2000.0,Norway,Information and communication,36.877,Gross Value Added
2000.25,Norway,Information and communication,36.956,Gross Value Added
2000.5,Norway,Information and communication,37.328,Gross Value Added
2000.75,Norway,Information and communication,38.539,Gross Value Added
2001.0,Norway,Information and communication,40.195,Gross Value Added
2001.25,Norway,Information and communication,40.693,Gross Value Added
2001.5,Norway,Information and communication,41.192,Gross Value Added
2001.75,Norway,Information and communication,41.7,Gross Value Added
2002.0,Norway,Information and communication,41.907,Gross Value Added
2002.25,Norway,Information and communication,42.575,Gross Value Added
2002.5,Norway,Information and communication,42.932,Gross Value Added
2002.75,Norway,Information and communication,42.498,Gross Value Added
2003.0,Norway,Information and communication,43.665,Gross Value Added
2003.25,Norway,Information and communication,44.148,Gross Value Added
2003.5,Norway,Information and communication,45.19,Gross Value Added
2003.75,Norway,Information and communication,45.078,Gross Value Added
2004.0,Norway,Information and communication,49.77,Gross Value Added
2004.25,Norway,Information and communication,50.116,Gross Value Added
2004.5,Norway,Information and communication,51.525,Gross Value Added
2004.75,Norway,Information and communication,51.054,Gross Value Added
2005.0,Norway,Information and communication,52.096,Gross Value Added
2005.25,Norway,Information and communication,54.302,Gross Value Added
2005.5,Norway,Information and communication,54.77,Gross Value Added
2005.75,Norway,Information and communication,55.847,Gross Value Added
2006.0,Norway,Information and communication,53.753,Gross Value Added
2006.25,Norway,Information and communication,55.665,Gross Value Added
2006.5,Norway,Information and communication,56.977,Gross Value Added
2006.75,Norway,Information and communication,59.766,Gross Value Added
2007.0,Norway,Information and communication,59.402,Gross Value Added
2007.25,Norway,Information and communication,61.459,Gross Value Added
2007.5,Norway,Information and communication,62.932,Gross Value Added
2007.75,Norway,Information and communication,63.428,Gross Value Added
2008.0,Norway,Information and communication,63.465,Gross Value Added
2008.25,Norway,Information and communication,64.438,Gross Value Added
2008.5,Norway,Information and communication,65.026,Gross Value Added
2008.75,Norway,Information and communication,66.945,Gross Value Added
2009.0,Norway,Information and communication,66.838,Gross Value Added
2009.25,Norway,Information and communication,66.148,Gross Value Added
2009.5,Norway,Information and communication,66.375,Gross Value Added
2009.75,Norway,Information and communication,66.938,Gross Value Added
2010.0,Norway,Information and communication,72.552,Gross Value Added
2010.25,Norway,Information and communication,72.315,Gross Value Added
2010.5,Norway,Information and communication,73.36,Gross Value Added
2010.75,Norway,Information and communication,74.638,Gross Value Added
2011.0,Norway,Information and communication,74.112,Gross Value Added
2011.25,Norway,Information and communication,75.189,Gross Value Added
2011.5,Norway,Information and communication,75.808,Gross Value Added
2011.75,Norway,Information and communication,76.206,Gross Value Added
2012.0,Norway,Information and communication,77.037,Gross Value Added
2012.25,Norway,Information and communication,77.443,Gross Value Added
2012.5,Norway,Information and communication,77.657,Gross Value Added
2012.75,Norway,Information and communication,78.717,Gross Value Added
2013.0,Norway,Information and communication,79.387,Gross Value Added
2013.25,Norway,Information and communication,80.075,Gross Value Added
2013.5,Norway,Information and communication,80.153,Gross Value Added
2013.75,Norway,Information and communication,81.155,Gross Value Added
2014.0,Norway,Information and communication,80.322,Gross Value Added
2014.25,Norway,Information and communication,81.401,Gross Value Added
2014.5,Norway,Information and communication,81.588,Gross Value Added
2014.75,Norway,Information and communication,82.232,Gross Value Added
2015.0,Norway,Information and communication,83.229,Gross Value Added
2015.25,Norway,Information and communication,84.171,Gross Value Added
2015.5,Norway,Information and communication,84.353,Gross Value Added
2015.75,Norway,Information and communication,84.859,Gross Value Added
2016.0,Norway,Information and communication,85.56,Gross Value Added
2016.25,Norway,Information and communication,84.714,Gross Value Added
2016.5,Norway,Information and communication,85.073,Gross Value Added
2016.75,Norway,Information and communication,86.008,Gross Value Added
2017.0,Norway,Information and communication,86.218,Gross Value Added
2017.25,Norway,Information and communication,87.536,Gross Value Added
2017.5,Norway,Information and communication,88.89,Gross Value Added
2017.75,Norway,Information and communication,91.515,Gross Value Added
2018.0,Norway,Information and communication,93.813,Gross Value Added
2018.25,Norway,Information and communication,95.942,Gross Value Added
2018.5,Norway,Information and communication,97.376,Gross Value Added
2018.75,Norway,Information and communication,98.697,Gross Value Added
2019.0,Norway,Information and communication,100.277,Gross Value Added
2019.25,Norway,Information and communication,101.451,Gross Value Added
2019.5,Norway,Information and communication,102.783,Gross Value Added
2019.75,Norway,Information and communication,103.66,Gross Value Added
2020.0,Norway,Information and communication,100.452,Gross Value Added
2020.25,Norway,Information and communication,98.166,Gross Value Added
2020.5,Norway,Information and communication,100.08,Gross Value Added
2020.75,Norway,Information and communication,101.302,Gross Value Added
2021.0,Norway,Information and communication,103.294,Gross Value Added
2021.25,Norway,Information and communication,103.86,Gross Value Added
2021.5,Norway,Information and communication,105.221,Gross Value Added
2021.75,Norway,Information and communication,105.487,Gross Value Added
2022.0,Norway,Information and communication,105.582,Gross Value Added
2022.25,Norway,Information and communication,106.898,Gross Value Added
2022.5,Norway,Information and communication,108.94,Gross Value Added
2022.75,Norway,Information and communication,111.822,Gross Value Added
2023.0,Norway,Information and communication,116.7,Gross Value Added
2023.25,Norway,Information and communication,119.462,Gross Value Added
2023.5,Norway,Information and communication,121.955,Gross Value Added
2023.75,Norway,Information and communication,122.676,Gross Value Added
2024.0,Norway,Information and communication,120.634,Gross Value Added
2024.25,Norway,Information and communication,121.384,Gross Value Added
2024.5,Norway,Information and communication,122.347,Gross Value Added
2024.75,Norway,Information and communication,123.192,Gross Value Added
2025.0,Norway,Information and communication,122.945,Gross Value Added
2025.25,Norway,Information and communication,123.05,Gross Value Added
2025.5,Norway,Information and communication,122.9,Gross Value Added
2025.75,Norway,Information and communication,123.259,Gross Value Added
2026.0,Norway,Information and communication,125.206,Gross Value Added
1997.0,Poland,Information and communication,17.81,Gross Value Added
1997.25,Poland,Information and communication,18.358,Gross Value Added
1997.5,Poland,Information and communication,19.012,Gross Value Added
1997.75,Poland,Information and communication,19.377,Gross Value Added
1998.0,Poland,Information and communication,20.354,Gross Value Added
1998.25,Poland,Information and communication,21.15,Gross Value Added
1998.5,Poland,Information and communication,21.499,Gross Value Added
1998.75,Poland,Information and communication,22.386,Gross Value Added
1999.0,Poland,Information and communication,22.343,Gross Value Added
1999.25,Poland,Information and communication,22.949,Gross Value Added
1999.5,Poland,Information and communication,23.583,Gross Value Added
1999.75,Poland,Information and communication,24.258,Gross Value Added
2000.0,Poland,Information and communication,24.795,Gross Value Added
2000.25,Poland,Information and communication,25.662,Gross Value Added
2000.5,Poland,Information and communication,26.419,Gross Value Added
2000.75,Poland,Information and communication,27.093,Gross Value Added
2001.0,Poland,Information and communication,27.964,Gross Value Added
2001.25,Poland,Information and communication,28.236,Gross Value Added
2001.5,Poland,Information and communication,28.956,Gross Value Added
2001.75,Poland,Information and communication,29.853,Gross Value Added
2002.0,Poland,Information and communication,31.026,Gross Value Added
2002.25,Poland,Information and communication,32.319,Gross Value Added
2002.5,Poland,Information and communication,32.795,Gross Value Added
2002.75,Poland,Information and communication,33.139,Gross Value Added
2003.0,Poland,Information and communication,33.491,Gross Value Added
2003.25,Poland,Information and communication,33.262,Gross Value Added
2003.5,Poland,Information and communication,33.701,Gross Value Added
2003.75,Poland,Information and communication,34.146,Gross Value Added
2004.0,Poland,Information and communication,40.21,Gross Value Added
2004.25,Poland,Information and communication,39.532,Gross Value Added
2004.5,Poland,Information and communication,39.116,Gross Value Added
2004.75,Poland,Information and communication,39.06,Gross Value Added
2005.0,Poland,Information and communication,38.427,Gross Value Added
2005.25,Poland,Information and communication,38.547,Gross Value Added
2005.5,Poland,Information and communication,38.463,Gross Value Added
2005.75,Poland,Information and communication,38.798,Gross Value Added
2006.0,Poland,Information and communication,39.559,Gross Value Added
2006.25,Poland,Information and communication,39.913,Gross Value Added
2006.5,Poland,Information and communication,40.665,Gross Value Added
2006.75,Poland,Information and communication,41.05,Gross Value Added
2007.0,Poland,Information and communication,42.027,Gross Value Added
2007.25,Poland,Information and communication,42.979,Gross Value Added
2007.5,Poland,Information and communication,43.788,Gross Value Added
2007.75,Poland,Information and communication,44.692,Gross Value Added
2008.0,Poland,Information and communication,45.798,Gross Value Added
2008.25,Poland,Information and communication,46.374,Gross Value Added
2008.5,Poland,Information and communication,46.947,Gross Value Added
2008.75,Poland,Information and communication,47.523,Gross Value Added
2009.0,Poland,Information and communication,47.265,Gross Value Added
2009.25,Poland,Information and communication,48.339,Gross Value Added
2009.5,Poland,Information and communication,49.537,Gross Value Added
2009.75,Poland,Information and communication,50.486,Gross Value Added
2010.0,Poland,Information and communication,43.801,Gross Value Added
2010.25,Poland,Information and communication,43.995,Gross Value Added
2010.5,Poland,Information and communication,43.9,Gross Value Added
2010.75,Poland,Information and communication,44.251,Gross Value Added
2011.0,Poland,Information and communication,45.15,Gross Value Added
2011.25,Poland,Information and communication,45.783,Gross Value Added
2011.5,Poland,Information and communication,46.899,Gross Value Added
2011.75,Poland,Information and communication,47.73,Gross Value Added
2012.0,Poland,Information and communication,53.866,Gross Value Added
2012.25,Poland,Information and communication,53.033,Gross Value Added
2012.5,Poland,Information and communication,52.865,Gross Value Added
2012.75,Poland,Information and communication,53.024,Gross Value Added
2013.0,Poland,Information and communication,53.473,Gross Value Added
2013.25,Poland,Information and communication,53.686,Gross Value Added
2013.5,Poland,Information and communication,53.688,Gross Value Added
2013.75,Poland,Information and communication,54.644,Gross Value Added
2014.0,Poland,Information and communication,56.013,Gross Value Added
2014.25,Poland,Information and communication,57.435,Gross Value Added
2014.5,Poland,Information and communication,59.525,Gross Value Added
2014.75,Poland,Information and communication,60.464,Gross Value Added
2015.0,Poland,Information and communication,61.43,Gross Value Added
2015.25,Poland,Information and communication,63.599,Gross Value Added
2015.5,Poland,Information and communication,64.95,Gross Value Added
2015.75,Poland,Information and communication,67.301,Gross Value Added
2016.0,Poland,Information and communication,69.9,Gross Value Added
2016.25,Poland,Information and communication,71.166,Gross Value Added
2016.5,Poland,Information and communication,73.541,Gross Value Added
2016.75,Poland,Information and communication,75.249,Gross Value Added
2017.0,Poland,Information and communication,76.745,Gross Value Added
2017.25,Poland,Information and communication,79.404,Gross Value Added
2017.5,Poland,Information and communication,79.936,Gross Value Added
2017.75,Poland,Information and communication,81.5,Gross Value Added
2018.0,Poland,Information and communication,83.131,Gross Value Added
2018.25,Poland,Information and communication,83.388,Gross Value Added
2018.5,Poland,Information and communication,85.993,Gross Value Added
2018.75,Poland,Information and communication,87.667,Gross Value Added
2019.0,Poland,Information and communication,88.99,Gross Value Added
2019.25,Poland,Information and communication,91.682,Gross Value Added
2019.5,Poland,Information and communication,93.608,Gross Value Added
2019.75,Poland,Information and communication,95.5,Gross Value Added
2020.0,Poland,Information and communication,97.067,Gross Value Added
2020.25,Poland,Information and communication,99.053,Gross Value Added
2020.5,Poland,Information and communication,100.881,Gross Value Added
2020.75,Poland,Information and communication,103.0,Gross Value Added
2021.0,Poland,Information and communication,126.468,Gross Value Added
2021.25,Poland,Information and communication,126.777,Gross Value Added
2021.5,Poland,Information and communication,126.047,Gross Value Added
2021.75,Poland,Information and communication,126.031,Gross Value Added
2022.0,Poland,Information and communication,128.333,Gross Value Added
2022.25,Poland,Information and communication,129.525,Gross Value Added
2022.5,Poland,Information and communication,132.696,Gross Value Added
2022.75,Poland,Information and communication,133.971,Gross Value Added
2023.0,Poland,Information and communication,133.541,Gross Value Added
2023.25,Poland,Information and communication,133.762,Gross Value Added
2023.5,Poland,Information and communication,132.386,Gross Value Added
2023.75,Poland,Information and communication,132.634,Gross Value Added
2024.0,Poland,Information and communication,133.231,Gross Value Added
2024.25,Poland,Information and communication,134.526,Gross Value Added
2024.5,Poland,Information and communication,135.18,Gross Value Added
2024.75,Poland,Information and communication,134.759,Gross Value Added
2025.0,Poland,Information and communication,134.422,Gross Value Added
2025.25,Poland,Information and communication,134.644,Gross Value Added
2025.5,Poland,Information and communication,135.723,Gross Value Added
2025.75,Poland,Information and communication,137.04,Gross Value Added
2026.0,Poland,Information and communication,137.446,Gross Value Added
1997.0,Romania,Information and communication,19.027,Gross Value Added
1997.25,Romania,Information and communication,18.245,Gross Value Added
1997.5,Romania,Information and communication,15.831,Gross Value Added
1997.75,Romania,Information and communication,16.67,Gross Value Added
1998.0,Romania,Information and communication,15.587,Gross Value Added
1998.25,Romania,Information and communication,15.915,Gross Value Added
1998.5,Romania,Information and communication,18.059,Gross Value Added
1998.75,Romania,Information and communication,17.722,Gross Value Added
1999.0,Romania,Information and communication,15.955,Gross Value Added
1999.25,Romania,Information and communication,16.22,Gross Value Added
1999.5,Romania,Information and communication,18.532,Gross Value Added
1999.75,Romania,Information and communication,17.364,Gross Value Added
2000.0,Romania,Information and communication,17.338,Gross Value Added
2000.25,Romania,Information and communication,18.945,Gross Value Added
2000.5,Romania,Information and communication,19.081,Gross Value Added
2000.75,Romania,Information and communication,18.752,Gross Value Added
2001.0,Romania,Information and communication,19.388,Gross Value Added
2001.25,Romania,Information and communication,18.266,Gross Value Added
2001.5,Romania,Information and communication,19.265,Gross Value Added
2001.75,Romania,Information and communication,19.799,Gross Value Added
2002.0,Romania,Information and communication,20.865,Gross Value Added
2002.25,Romania,Information and communication,20.724,Gross Value Added
2002.5,Romania,Information and communication,20.512,Gross Value Added
2002.75,Romania,Information and communication,21.229,Gross Value Added
2003.0,Romania,Information and communication,21.053,Gross Value Added
2003.25,Romania,Information and communication,21.485,Gross Value Added
2003.5,Romania,Information and communication,21.898,Gross Value Added
2003.75,Romania,Information and communication,21.809,Gross Value Added
2004.0,Romania,Information and communication,22.846,Gross Value Added
2004.25,Romania,Information and communication,23.191,Gross Value Added
2004.5,Romania,Information and communication,23.115,Gross Value Added
2004.75,Romania,Information and communication,24.403,Gross Value Added
2005.0,Romania,Information and communication,23.663,Gross Value Added
2005.25,Romania,Information and communication,24.113,Gross Value Added
2005.5,Romania,Information and communication,23.972,Gross Value Added
2005.75,Romania,Information and communication,24.094,Gross Value Added
2006.0,Romania,Information and communication,26.619,Gross Value Added
2006.25,Romania,Information and communication,26.954,Gross Value Added
2006.5,Romania,Information and communication,26.92,Gross Value Added
2006.75,Romania,Information and communication,27.953,Gross Value Added
2007.0,Romania,Information and communication,35.633,Gross Value Added
2007.25,Romania,Information and communication,36.558,Gross Value Added
2007.5,Romania,Information and communication,36.517,Gross Value Added
2007.75,Romania,Information and communication,38.592,Gross Value Added
2008.0,Romania,Information and communication,39.751,Gross Value Added
2008.25,Romania,Information and communication,39.803,Gross Value Added
2008.5,Romania,Information and communication,40.293,Gross Value Added
2008.75,Romania,Information and communication,41.735,Gross Value Added
2009.0,Romania,Information and communication,35.58,Gross Value Added
2009.25,Romania,Information and communication,34.969,Gross Value Added
2009.5,Romania,Information and communication,38.274,Gross Value Added
2009.75,Romania,Information and communication,39.066,Gross Value Added
2010.0,Romania,Information and communication,34.925,Gross Value Added
2010.25,Romania,Information and communication,37.51,Gross Value Added
2010.5,Romania,Information and communication,39.76,Gross Value Added
2010.75,Romania,Information and communication,42.419,Gross Value Added
2011.0,Romania,Information and communication,41.958,Gross Value Added
2011.25,Romania,Information and communication,40.132,Gross Value Added
2011.5,Romania,Information and communication,39.995,Gross Value Added
2011.75,Romania,Information and communication,38.19,Gross Value Added
2012.0,Romania,Information and communication,48.541,Gross Value Added
2012.25,Romania,Information and communication,46.459,Gross Value Added
2012.5,Romania,Information and communication,47.767,Gross Value Added
2012.75,Romania,Information and communication,46.587,Gross Value Added
2013.0,Romania,Information and communication,54.964,Gross Value Added
2013.25,Romania,Information and communication,53.077,Gross Value Added
2013.5,Romania,Information and communication,53.624,Gross Value Added
2013.75,Romania,Information and communication,56.305,Gross Value Added
2014.0,Romania,Information and communication,53.922,Gross Value Added
2014.25,Romania,Information and communication,56.168,Gross Value Added
2014.5,Romania,Information and communication,58.423,Gross Value Added
2014.75,Romania,Information and communication,57.287,Gross Value Added
2015.0,Romania,Information and communication,59.862,Gross Value Added
2015.25,Romania,Information and communication,61.79,Gross Value Added
2015.5,Romania,Information and communication,60.8,Gross Value Added
2015.75,Romania,Information and communication,62.703,Gross Value Added
2016.0,Romania,Information and communication,59.701,Gross Value Added
2016.25,Romania,Information and communication,66.434,Gross Value Added
2016.5,Romania,Information and communication,67.161,Gross Value Added
2016.75,Romania,Information and communication,67.868,Gross Value Added
2017.0,Romania,Information and communication,74.567,Gross Value Added
2017.25,Romania,Information and communication,78.117,Gross Value Added
2017.5,Romania,Information and communication,77.336,Gross Value Added
2017.75,Romania,Information and communication,80.475,Gross Value Added
2018.0,Romania,Information and communication,76.825,Gross Value Added
2018.25,Romania,Information and communication,80.233,Gross Value Added
2018.5,Romania,Information and communication,83.305,Gross Value Added
2018.75,Romania,Information and communication,88.341,Gross Value Added
2019.0,Romania,Information and communication,89.731,Gross Value Added
2019.25,Romania,Information and communication,96.177,Gross Value Added
2019.5,Romania,Information and communication,95.002,Gross Value Added
2019.75,Romania,Information and communication,98.924,Gross Value Added
2020.0,Romania,Information and communication,100.325,Gross Value Added
2020.25,Romania,Information and communication,94.077,Gross Value Added
2020.5,Romania,Information and communication,102.027,Gross Value Added
2020.75,Romania,Information and communication,103.571,Gross Value Added
2021.0,Romania,Information and communication,105.673,Gross Value Added
2021.25,Romania,Information and communication,108.224,Gross Value Added
2021.5,Romania,Information and communication,113.151,Gross Value Added
2021.75,Romania,Information and communication,118.057,Gross Value Added
2022.0,Romania,Information and communication,132.61,Gross Value Added
2022.25,Romania,Information and communication,133.495,Gross Value Added
2022.5,Romania,Information and communication,141.234,Gross Value Added
2022.75,Romania,Information and communication,128.372,Gross Value Added
2023.0,Romania,Information and communication,136.336,Gross Value Added
2023.25,Romania,Information and communication,143.133,Gross Value Added
2023.5,Romania,Information and communication,141.753,Gross Value Added
2023.75,Romania,Information and communication,142.588,Gross Value Added
2024.0,Romania,Information and communication,138.539,Gross Value Added
2024.25,Romania,Information and communication,140.027,Gross Value Added
2024.5,Romania,Information and communication,142.126,Gross Value Added
2024.75,Romania,Information and communication,145.203,Gross Value Added
2025.0,Romania,Information and communication,144.672,Gross Value Added
2025.25,Romania,Information and communication,144.209,Gross Value Added
2025.5,Romania,Information and communication,149.575,Gross Value Added
2025.75,Romania,Information and communication,150.872,Gross Value Added
2026.0,Romania,Information and communication,137.476,Gross Value Added
1997.0,Germany,Finance and insurance,121.42,Gross Value Added
1997.25,Germany,Finance and insurance,121.871,Gross Value Added
1997.5,Germany,Finance and insurance,122.091,Gross Value Added
1997.75,Germany,Finance and insurance,123.782,Gross Value Added
1998.0,Germany,Finance and insurance,123.429,Gross Value Added
1998.25,Germany,Finance and insurance,121.678,Gross Value Added
1998.5,Germany,Finance and insurance,123.489,Gross Value Added
1998.75,Germany,Finance and insurance,127.513,Gross Value Added
1999.0,Germany,Finance and insurance,131.476,Gross Value Added
1999.25,Germany,Finance and insurance,133.718,Gross Value Added
1999.5,Germany,Finance and insurance,135.87,Gross Value Added
1999.75,Germany,Finance and insurance,130.665,Gross Value Added
2000.0,Germany,Finance and insurance,129.554,Gross Value Added
2000.25,Germany,Finance and insurance,124.65,Gross Value Added
2000.5,Germany,Finance and insurance,122.128,Gross Value Added
2000.75,Germany,Finance and insurance,123.91,Gross Value Added
2001.0,Germany,Finance and insurance,128.874,Gross Value Added
2001.25,Germany,Finance and insurance,133.097,Gross Value Added
2001.5,Germany,Finance and insurance,134.068,Gross Value Added
2001.75,Germany,Finance and insurance,129.434,Gross Value Added
2002.0,Germany,Finance and insurance,128.889,Gross Value Added
2002.25,Germany,Finance and insurance,129.159,Gross Value Added
2002.5,Germany,Finance and insurance,124.095,Gross Value Added
2002.75,Germany,Finance and insurance,119.601,Gross Value Added
2003.0,Germany,Finance and insurance,111.609,Gross Value Added
2003.25,Germany,Finance and insurance,106.836,Gross Value Added
2003.5,Germany,Finance and insurance,104.614,Gross Value Added
2003.75,Germany,Finance and insurance,103.103,Gross Value Added
2004.0,Germany,Finance and insurance,101.006,Gross Value Added
2004.25,Germany,Finance and insurance,99.695,Gross Value Added
2004.5,Germany,Finance and insurance,97.873,Gross Value Added
2004.75,Germany,Finance and insurance,98.674,Gross Value Added
2005.0,Germany,Finance and insurance,99.535,Gross Value Added
2005.25,Germany,Finance and insurance,98.093,Gross Value Added
2005.5,Germany,Finance and insurance,98.324,Gross Value Added
2005.75,Germany,Finance and insurance,96.212,Gross Value Added
2006.0,Germany,Finance and insurance,95.086,Gross Value Added
2006.25,Germany,Finance and insurance,94.846,Gross Value Added
2006.5,Germany,Finance and insurance,95.096,Gross Value Added
2006.75,Germany,Finance and insurance,95.817,Gross Value Added
2007.0,Germany,Finance and insurance,95.279,Gross Value Added
2007.25,Germany,Finance and insurance,96.68,Gross Value Added
2007.5,Germany,Finance and insurance,96.35,Gross Value Added
2007.75,Germany,Finance and insurance,95.259,Gross Value Added
2008.0,Germany,Finance and insurance,94.746,Gross Value Added
2008.25,Germany,Finance and insurance,94.485,Gross Value Added
2008.5,Germany,Finance and insurance,93.775,Gross Value Added
2008.75,Germany,Finance and insurance,93.435,Gross Value Added
2009.0,Germany,Finance and insurance,90.497,Gross Value Added
2009.25,Germany,Finance and insurance,88.285,Gross Value Added
2009.5,Germany,Finance and insurance,87.675,Gross Value Added
2009.75,Germany,Finance and insurance,89.466,Gross Value Added
2010.0,Germany,Finance and insurance,92.569,Gross Value Added
2010.25,Germany,Finance and insurance,94.541,Gross Value Added
2010.5,Germany,Finance and insurance,95.912,Gross Value Added
2010.75,Germany,Finance and insurance,96.742,Gross Value Added
2011.0,Germany,Finance and insurance,100.23,Gross Value Added
2011.25,Germany,Finance and insurance,102.632,Gross Value Added
2011.5,Germany,Finance and insurance,103.513,Gross Value Added
2011.75,Germany,Finance and insurance,93.625,Gross Value Added
2012.0,Germany,Finance and insurance,97.033,Gross Value Added
2012.25,Germany,Finance and insurance,97.383,Gross Value Added
2012.5,Germany,Finance and insurance,98.424,Gross Value Added
2012.75,Germany,Finance and insurance,100.966,Gross Value Added
2013.0,Germany,Finance and insurance,102.585,Gross Value Added
2013.25,Germany,Finance and insurance,105.277,Gross Value Added
2013.5,Germany,Finance and insurance,106.318,Gross Value Added
2013.75,Germany,Finance and insurance,103.616,Gross Value Added
2014.0,Germany,Finance and insurance,100.846,Gross Value Added
2014.25,Germany,Finance and insurance,99.114,Gross Value Added
2014.5,Germany,Finance and insurance,99.204,Gross Value Added
2014.75,Germany,Finance and insurance,100.636,Gross Value Added
2015.0,Germany,Finance and insurance,101.551,Gross Value Added
2015.25,Germany,Finance and insurance,102.282,Gross Value Added
2015.5,Germany,Finance and insurance,101.541,Gross Value Added
2015.75,Germany,Finance and insurance,99.9,Gross Value Added
2016.0,Germany,Finance and insurance,98.759,Gross Value Added
